,latitude,longitude
0,44.4205685954001,8.733170950421664
1,44.42576249021516,8.753170494468677
2,44.425305551192245,8.784408070265307
3,44.412296098972284,8.706850041532938
4,44.42119251714288,8.797484811364017
5,44.42371871138405,8.820716487359704
6,44.41810301162896,8.83302107450511
7,44.396629442440315,8.689868663717947
8,44.41280698650112,8.794513901832792
9,44.38527285297336,8.646820847672629
10,44.390000994214795,8.666107443047766
11,44.40918580979668,8.849845407942158
12,44.37685577375895,8.634055893668476
13,44.396863658234956,8.771957605469042
14,44.41092203205029,8.916813098891982
15,44.40559449719841,8.86967937521297
16,44.37053454866314,8.624483338766405
17,44.40541896448099,8.919442903612612
18,44.36446792109515,8.6071998678843
19,44.40053236128769,8.900843265667243
20,44.3532301820279,8.574426697046057
21,44.400392169845844,8.909588115794948
22,44.39511056198348,8.929983195656792
23,44.34175794204061,8.550219049013089
24,44.39333236275873,8.940372850402847
25,44.33759243197863,8.544212154976202
26,44.387046048900665,8.917518345176168
27,44.39080884107927,8.951444088375462
28,44.390632433102134,8.957809119587882
29,44.331779056949095,8.52948069512371
30,44.32116513957444,8.50134301589594
31,44.384992549222694,9.003254944333143
32,44.384318203197196,9.010146072379971
33,44.30590017686886,8.483508564587272
34,44.38279893407992,9.019082047401085
35,44.38183629307988,9.028023472571688
36,44.38022649256143,9.04121239681842
37,44.37946100213515,9.048128819517196
38,44.37683074243509,9.066978080639236
39,44.2884468079716,8.454038726519054
40,44.29112760240751,8.467465957984055
41,44.277559314952086,8.446623596090005
42,44.36634387399866,9.114383576149892
43,44.2673788575095,8.44909162738397
44,44.3599475138595,9.13281850123456
45,44.35655060996001,9.122497949784648
46,44.23930488869596,8.438578107788992
47,44.35322905709154,9.147480672299421
48,44.342068933938144,9.153004238281703
49,44.345842470850656,9.234906247742675
50,44.33788879895914,9.229381161028433
51,44.32625920690877,9.147035045419033
52,44.33538705300403,9.225113175729915
53,44.32816970842855,9.221011704341624
54,44.335360951911994,9.262791358293121
55,44.298967870094216,9.00371326149739
56,44.330588755248584,9.277478658856092
57,44.229016497200476,8.512843051205486
